ID,LevelFormat,TrueXPCost,TrueMaterial1,TrueMaterialCount1,TrueMaterial2,TrueMaterialCount2,TrueMaterial3,TrueMaterialCount3,TrueMaterial4,TrueMaterialCount4,TrueMaterial5,TrueMaterialCount5,TalentNP,UltraXPCost,UltraMaterial1,UltraMaterialCount1,UltraMaterial2,UltraMaterialCount2,UltraMaterial3,UltraMaterialCount3,UltraMaterial4,UltraMaterialCount4,UltraMaterial5,UltraMaterialCount5,UltraTalentNP
462,UR,1000000,epic_stone,5,red_gem,2,yellow_gem,1,,,,,100-175-175-175-175,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,
464,UR,1000000,green_stone,10,epic_stone,3,,,,,,,,,,,,,,,,,,,
465,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,,,,,
467,,1000000,green_fruit,2,purple_fruit,1,red_fruit,2,yellow_fruit,1,epic_fruit,1,100-100-175-175-175,,,,,,,,,,,,
468,,1000000,green_fruit,3,blue_fruit,3,epic_fruit,1,,,,,100-235-100-175-175,,,,,,,,,,,,
469,,1000000,red_fruit,2,yellow_fruit,4,epic_fruit,1,,,,,100-235-100-175-175,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,,,,,
471,,1000000,blue_fruit,6,green_fruit,6,elder_fruit,1,,,,,,,,,,,,,,,,,
472,,1000000,purple_fruit,3,,,,,,,,,,,,,,,,,,,,,
473,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
474,WhoCares,,,,,,,,,,,,,,,,,,,,,,,,
475,BadEvents,,,,,,,,,,,,,,,,,,,,,,,,
476,BadEvents,,,,,,,,,,,,,,,,,,,,,,,,
477,BadEvents,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,
479,P2WCat,200000,purple_stone,5,red_stone,5,blue_stone,5,green_stone,5,yellow_stone,5,,,,,,,,,,,,,
480,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,,,,
482,,1000000,green_fruit,3,blue_fruit,3,yellow_fruit,3,epic_fruit,1,,,235-235-100-175-175,,,,,,,,,,,,
483,Advent,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,,,,,
488,,1000000,purple_fruit,3,yellow_fruit,3,epic_fruit,1,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,
492,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,,,,,
495,,200000,epic_seed,1,green_seed,1,red_seed,3,blue_seed,2,red_fruit,2,50-95-75-75-75,,,,,,,,,,,,
496,,1000000,green_fruit,1,purple_fruit,3,red_fruit,1,yellow_fruit,1,epic_fruit,5,235-100-175-175-175,,,,,,,,,,,,
497,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
498,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
499,BadCollab,,,,,,,,,,,,,,,,,,,,,,,,
