ID,Form,Cost,Health,Damage,Range,KBCount,Speed,Cooldown,HasArea,Traits,Abilities
15,1,525,400,100,350,3,10,11,F,,
15,2,525,400,100,350,3,10,11,T,,
16,0,148,600,400,160,4,5,66.6,F,,Critical
16,1,148,1000,400,160,4,5,66.6,F,,Critical
16,2,148,1250,400,160,4,5,44.4,F,,Critical-Mini_Wave
17,0,1050,400,180,170,4,10,8.33,T,,
17,1,1050,400,180,170,4,10,8.33,T,,
17,2,525,400,180,170,4,10,8.33,T,,
18,0,300,240,28,150,3,13,7,F,Red,Multi_Hit-Strong
18,1,300,240,28,150,3,13,7,F,Red,Multi_Hit-Strong
18,2,225,240,28,150,3,10,7,F,Red,Strong
19,0,1125,700,200,150,3,8,13.33,F,Red,Strong
19,1,1125,700,200,150,3,8,13.33,F,Red,Strong
19,2,1125,700,200,150,3,8,13.33,T,Red-Zombie,Strong-Zombie_Killer
20,0,525,540,130,150,3,7,10,F,,
20,1,525,540,130,160,3,7,10,F,,
20,2,525,540,130,160,3,7,10,F,Non-Metal,Slow
21,0,300,600,9,110,1,8,9.33,T,,Multi_Hit
21,1,300,600,9,110,1,8,9.33,T,,Multi_Hit
21,2,300,600,9,110,1,24,9.33,T,,Knockback_Immune-Multi_Hit
22,0,75,200,20,140,3,6,8,F,,
22,1,75,200,20,140,3,6,8,F,,
22,2,75,200,20,140,3,6,8,F,Non-Metal,Knockback
23,0,525,400,100,350,3,10,11,F,,
23,1,525,400,100,350,3,10,11,F,,
23,2,525,400,100,350,3,10,11,F,,Barrier_Breaker
24,0,3000,1400,500,350,2,20,73.33,T,,
24,1,3000,1400,500,350,2,20,73.33,T,,
24,2,3000,1400,720,350,2,20,73.33,T,Non-Metal,Freeze
25,0,4500,1500,5000,450,3,6,160,T,,
25,1,4500,1500,5000,450,3,6,160,T,,
25,2,4500,1500,5500,200,6,60,106.67,T,,Multi_Hit
26,0,675,600,400,140,1,35,26.67,F,,
26,1,675,600,400,140,1,35,26.67,F,,
26,2,675,600,800,140,1,40,26.67,F,,
27,0,675,600,450,140,1,35,23.33,F,,
27,1,675,600,450,140,1,35,23.33,F,,
28,0,666,1,300,140,1,70,20,F,,
28,1,666,1,300,140,1,70,20,F,,
29,0,75,100,8,140,3,10,5,F,,
29,1,975,500,140,150,1,8,20,T,,
30,0,1650,960,295,270,2,7,48,T,Floating,Slow
30,1,1650,1160,495,270,2,7,48,T,Floating,Slow
30,2,1650,1160,495,300,2,7,48,T,Floating,Slow-Weaken
31,0,1500,1000,435,250,3,8,57.33,T,Floating,Freeze-Multi_Hit
31,1,1500,1200,765,250,3,8,57.33,T,Floating,Freeze-Freeze_Immune-Multi_Hit
31,2,1500,1800,765,280,3,8,43,T,Floating-Relic,Curse_Immune-Freeze-Freeze_Immune-Multi_Hit
32,0,675,750,750,220,5,11,21.33,F,Red,Slow
32,1,675,1500,1500,220,5,11,21.33,F,Red,Slow
32,2,675,2250,2250,220,5,11,21.33,F,Red,Slow-Warp_Immune
33,0,720,1200,100,130,1,10,18.67,F,Floating,Resistant-Weaken
33,1,720,1600,200,130,1,10,18.67,F,Floating,Resistant-Weaken
33,2,720,1600,300,130,1,10,18.67,F,Floating,Resistant-Wave_Shield-Weaken
34,0,4500,500,150,140,5,4,33.33,F,,
34,1,4500,1200,1000,650,1,4,333.33,T,Non-Metal,Knockback
34,2,4500,1200,2000,650,1,4,333.33,T,Non-Metal,Freeze-Knockback
35,0,3750,200,300,1200,1,4,166.67,F,,Long_Distance
35,1,3750,200,300,1200,1,4,166.67,T,,Long_Distance
35,2,3750,200,450,1200,1,4,166.67,T,Non-Metal,Long_Distance-Slow
36,0,675,750,440,185,4,25,18.67,F,Floating,Massive_Damage
36,1,675,1050,740,185,4,25,18.67,F,Floating,Massive_Damage
36,2,675,1200,890,215,4,25,18.67,F,Floating,Massive_Damage
37,0,360,300,65,150,3,10,9.67,F,,Survive
37,1,360,400,75,150,3,10,9.67,F,,Survive
37,2,240,400,105,150,3,10,9.67,F,,Survive
38,0,1050,600,220,170,2,9,20,T,Alien,Massive_Damage
38,1,1050,800,320,170,2,9,20,T,Alien,Massive_Damage
38,2,1050,800,420,200,2,9,13.33,T,Alien,Massive_Damage
39,0,825,900,190,180,3,12,21.33,F,Red,Freeze
39,1,825,1200,390,180,3,12,21.33,F,Red,Freeze
39,2,825,1200,390,180,3,12,21.33,T,Red,Freeze
40,0,750,400,400,400,3,9,40,F,Red,Massive_Damage
40,1,750,700,600,400,3,9,40,F,Red,Massive_Damage
40,2,750,1200,600,400,3,9,40,F,Red,Massive_Damage
41,0,900,480,180,350,3,10,11.0,T,,
41,1,900,580,250,350,3,10,11.0,T,,
41,2,900,580,320,350,3,10,11.0,T,,Weaken_Immune
42,0,3300,1400,900,325,3,8,66.67,T,Red,Freeze
42,1,3300,2000,1300,325,3,8,66.67,T,Red,Freeze
42,2,3300,2000,1800,425,3,8,66.67,T,Red,Freeze
43,0,3600,4800,3500,140,1,9,73.33,T,Alien-Red,Resistant
43,1,3600,6000,5555,140,1,9,73.33,T,Alien-Red,Resistant-Wave_Immune
43,2,3600,9000,5555,190,1,15,73.33,T,Alien-Red,Resistant-Wave_Shield
44,0,3000,2200,1650,180,3,12,37,F,,Weaken_Immune
44,1,3000,2900,2250,180,3,12,37,F,,Weaken_Immune
44,2,3000,3900,3750,180,3,12,37,F,,Weaken_Immune
45,0,75,100,8,140,3,10,5,F,,
45,1,900,350,80,350,3,10,11,F,,
46,0,525,570,73,150,3,12,16,F,,Critical
46,1,525,670,83,150,3,12,16,F,,Critical
46,2,525,970,108,180,3,12,16,F,,Critical
47,0,525,665,80,140,3,11,12.67,F,Red,Strong
47,1,525,765,90,140,3,11,12.67,F,Red,Strong
47,2,525,1530,90,140,3,11,12.67,T,Red,Strong
48,0,510,305,33,270,3,8,14.67,F,Red,Knockback
48,1,510,350,43,270,3,8,14.67,F,Red,Knockback
48,2,510,900,43,300,3,8,14.67,F,Red,Knockback
49,0,495,462,54,170,3,13,14.0,F,,Money_Up
49,1,495,540,64,170,3,13,14.0,F,,Money_Up
49,2,495,540,96,200,3,13,14.0,T,,Money_Up
50,0,495,380,37,200,3,10,12.67,F,Floating,Slow
50,1,495,440,47,200,3,10,12.67,F,Floating,Slow
50,2,495,660,57,250,3,10,12.67,T,Floating,Slow
51,0,510,325,36,240,3,9,14,F,Floating,Knockback
51,1,510,378,46,240,3,9,14,F,Floating,Knockback
51,2,510,756,46,240,3,9,14,F,Floating,Knockback
52,0,510,316,45,250,3,10,14.67,F,Floating,Freeze
52,1,510,370,55,250,3,10,14.67,F,Floating,Freeze
52,2,510,370,75,300,3,10,14.67,F,Floating,Freeze
53,0,499,200,60,1000,1,18,333.33,T,Non-Metal,Freeze
53,1,499,200,60,1000,1,18,333.33,T,Non-Metal,Freeze
54,0,1413,762,230,140,4,6,39.33,T,,
54,1,1413,762,230,140,4,6,39.33,T,,
55,0,495,380,37,200,3,10,12.67,F,Red,Slow
55,1,495,440,47,200,3,10,12.67,F,Red,Slow
55,2,495,660,47,250,3,10,12.67,F,Red,Slow
56,0,1230,180,98,340,3,10,20,F,Floating,Massive_Damage
56,1,1230,240,98,340,3,10,20,F,Floating,Massive_Damage
56,2,1230,360,147,390,3,16,20,F,Floating,Massive_Damage
57,0,2250,1300,200,195,3,7,56.67,F,,Critical
57,1,2250,1800,300,195,3,7,56.67,T,,Critical
57,2,2250,2300,400,245,3,7,56.67,T,,Critical-Knockback_Immune
58,0,630,550,100,155,3,11,13.33,F,Red,Massive_Damage
58,1,630,650,110,155,3,11,13.33,F,Red,Massive_Damage
58,2,630,1000,200,155,3,11,13.33,F,Red,Massive_Damage
59,0,3150,4000,2200,140,2,9,60,T,Alien-Floating,Freeze_Immune-Knockback
59,1,3150,5200,3500,140,2,9,60,T,Alien-Floating,Freeze_Immune-Knockback
59,2,3150,6200,3500,240,2,12,60,T,Alien-Floating,Freeze_Immune-Knockback-Wave
59,3,3150,6200,3500,240,2,18,60,T,Alien-Floating,Freeze_Immune-Knockback-Omnistrike-Wave
60,0,630,600,98,160,2,8,18.87,T,Metal,Knockback
60,1,630,900,128,160,2,8,18.87,T,Metal,Knockback
60,2,630,900,188,190,2,8,18.87,T,Metal,Knockback
61,0,1425,1500,80,130,2,16,18.67,T,Red,Resistant-Weaken
61,1,1425,1900,180,130,2,16,18.67,T,Red,Resistant-Weaken
61,2,1425,3800,180,130,2,16,18.67,T,Red,Resistant-Weaken
62,0,150,450,10,110,1,8,8.33,T,,
62,1,150,450,10,110,1,8,8.33,T,,
63,0,375,700,26,110,4,10,8,T,,
63,1,375,700,26,110,4,10,8,T,,
63,2,375,700,26,330,4,10,8,T,,Warp_Immune
64,0,240,280,40,170,3,6,12.67,F,,
64,1,240,560,90,170,3,6,12.67,F,,
65,0,750,500,30,161,5,30,9,F,Dark,Massive_Damage
65,1,750,500,30,161,5,30,9,F,Dark,Massive_Damage
66,0,2100,400,180,380,2,6,59.33,T,Dark,Freeze
66,1,2100,900,484,380,2,6,59.33,T,Dark,Freeze
66,2,2100,900,484,380,2,6,29.67,T,Dark,Freeze
67,0,300,600,200,110,1,8,11,F,Dark,Resistant
67,1,300,800,247,110,1,8,11,F,Dark,Resistant
67,2,300,1000,247,110,1,8,11,F,Dark,Knockback_Immune-Resistant
68,0,750,400,200,360,3,7,40,T,Dark,Slow
68,1,750,700,300,360,3,7,40,T,Dark,Slow
68,2,750,1000,900,360,3,7,40,T,Dark,Multi_Hit-Slow
69,0,1950,1000,280,160,1,6,27,T,,
69,1,1950,1000,280,160,1,6,27,T,,
69,2,1950,1500,350,160,1,6,27,T,,Slow_Immune
70,0,1366,700,160,210,1,8,14.67,F,Red,Strong
70,1,1366,700,160,210,1,8,14.67,T,Red,Strong
70,2,1366,1200,320,210,2,8,14.67,T,Red,Strengthen-Strong
71,0,3075,850,825,170,5,65,60,T,Dark,Massive_Damage-Multi_Hit
71,1,3075,1700,1650,170,5,65,60,T,Dark,Massive_Damage-Multi_Hit
71,2,3075,1700,2475,170,5,75,60,T,Dark,Massive_Damage-Multi_Hit
72,0,3585,1500,650,250,2,8,76.67,T,Dark,Resistant-Strengthen
72,1,3585,3800,1300,250,2,8,76.67,T,Dark,Resistant-Strengthen-Wave_Immune
72,2,3585,5800,1300,320,2,8,76.67,T,Dark,Resistant-Strengthen-Wave_Immune
73,0,4350,950,450,410,1,7,96.67,T,Dark,Freeze
73,1,4350,1900,900,410,1,7,96.67,T,Dark,Freeze
73,2,4350,3800,1200,410,1,7,96.67,T,Dark,Freeze
73,3,4350,5500,1200,410,2,7,96.67,T,Aku-Dark,Counter_Surge-Freeze
74,0,1215,900,196,150,3,10,13.67,F,,Money_Up
74,1,1215,1050,327,150,3,10,13.67,F,,Money_Up
74,2,1215,1500,327,150,3,10,13.67,T,,Money_Up
75,0,4425,800,1255,420,6,6,111.07,T,Floating,Massive_Damage
75,1,4425,1500,2555,420,6,6,111.07,T,Floating,Massive_Damage
75,2,4425,3000,4055,450,6,12,111.07,T,Floating,Massive_Damage
75,3,4425,3000,4055,510,6,16,111.07,T,Floating,Insane_Damage
76,0,4410,800,1255,410,5,5,114.8,T,Red,Massive_Damage
76,1,4410,1500,2555,410,5,5,114.8,T,Red,Massive_Damage
76,2,4410,3000,4055,440,5,10,114.8,T,Red,Massive_Damage
76,3,4410,3800,6075,460,5,15,106.67,T,Red,Long_Distance-Massive_Damage-Multi_Hit-Slow_Immune-Survive-Weaken_Immune
77,0,150,503,60,110,2,5,30.0,T,Non-Metal,Resistant
77,1,150,503,60,110,2,5,30.0,T,Non-Metal,Resistant
77,2,150,503,60,110,2,5,20.0,T,Non-Metal,Resistant
78,0,630,180,71,340,3,10,20,F,,Barrier_Breaker-Critical
78,1,630,240,81,340,3,10,20,F,,Barrier_Breaker-Critical
78,2,630,600,81,340,3,10,20,F,,Barrier_Breaker-Critical
79,0,1035,550,350,120,2,5,14.67,F,Red,Strong
79,1,1035,550,350,120,2,5,14.67,F,Red,Strong
79,2,1035,550,350,475,2,5,36.67,F,Red,Long_Distance-Strong
80,0,1125,699,200,150,3,8,13.33,F,Red,Freeze
80,1,1125,699,200,150,3,8,13.33,F,Red,Freeze
80,2,375,699,200,150,3,8,13.33,F,Red,Barrier_Breaker-Freeze
81,0,975,300,167,190,4,10,8.33,T,,
81,1,975,300,167,190,4,10,8.33,T,,
81,2,975,300,167,190,4,10,8.33,T,,Wave
82,0,300,255,30,154,3,13,7,F,Red,Multi_Hit-Strong
82,1,300,255,30,154,3,13,7,F,Red,Multi_Hit-Strong
83,0,6450,5950,4345,390,2,3,140,T,Floating,Knockback-Knockback_Immune-Resistant
83,1,6450,5950,4345,390,2,3,140,T,Floating,Knockback-Knockback_Immune-Resistant
83,2,6450,6950,4345,415,2,4,140,T,Floating,Knockback-Knockback_Immune-Resistant
84,0,5700,3800,1498,410,3,15,160,T,Floating,Knockback-Slow
84,1,5700,3800,1498,410,3,15,160,T,Floating,Knockback-Slow
84,2,5700,4800,1748,425,3,20,160,T,Floating,Knockback-Slow
85,0,5610,3600,1398,445,3,9,153.33,T,Dark,Knockback-Slow
85,1,5610,3600,1398,445,3,9,153.33,T,Dark,Knockback-Slow
85,2,5610,4500,1748,460,3,9,153.33,T,Dark,Knockback-Slow
86,0,6150,4000,2484,450,3,5,160,T,Red,Knockback-Slow
86,1,6150,4000,2484,450,3,5,160,T,Red,Knockback-Slow
86,2,6150,5000,2484,475,3,5,160,T,Red,Knockback-Slow
87,0,4920,3000,1515,385,3,12,132,T,Red,Knockback
87,1,4920,3000,1515,385,3,12,132,T,Red,Knockback
87,2,4920,4000,1515,415,3,15,132,T,Red,Knockback-Strong
88,0,360,300,65,170,3,10,9.33,F,,Critical
88,1,360,400,75,170,3,10,9.33,F,,Critical
88,2,360,400,75,170,3,10,9.33,F,Metal,Critical-Resistant
89,0,4335,798,1243,408,5,5,114.8,T,Red,Massive_Damage
89,1,4335,1488,2540,408,5,5,114.8,T,Red,Massive_Damage
90,0,2985,2180,1640,177,3,12,37,F,,
90,1,2985,2850,2212,177,3,12,37,F,,
91,0,75,360,28,140,3,20,5,F,,
91,1,75,360,28,140,3,20,5,F,,
91,2,75,440,34,140,3,28,5,F,,
92,0,150,1080,7,110,1,16,8,T,,
92,1,150,1080,7,110,1,16,8,T,,
92,2,150,1310,7,110,1,20,8,T,,
93,0,300,720,130,150,3,12,10,F,Red,Strong
93,1,300,720,130,150,3,12,10,F,Red,Strong
93,2,300,870,220,150,3,12,10,F,Red,Strong
94,0,600,1440,360,350,3,10,37.6,F,,Wave
94,1,600,1440,360,350,3,10,37.6,F,,Wave
94,2,600,1750,360,350,3,10,37.6,F,,Wave
95,0,750,1800,47,140,5,50,13,T,,
95,1,750,1800,47,140,5,50,13,T,,
95,2,750,1800,47,140,5,66,13,T,,
96,0,975,1080,480,205,4,10,12.33,T,,
96,1,975,1080,594,205,4,10,12.33,T,,
96,2,975,1080,724,220,4,10,12.33,T,,
97,0,735,2520,648,150,3,13,17,F,Red,Critical-Strong
97,1,735,2520,648,150,3,13,17,F,Red,Critical-Strong
97,2,735,3060,788,150,3,13,17,F,Red,Critical-Strong
98,0,1500,1620,720,400,3,10,25.67,F,,
98,1,1500,1620,720,400,3,10,25.67,F,,
98,2,1500,1620,880,415,3,10,25.67,F,,
99,0,1950,3600,1184,150,1,11,31,T,,Wave
99,1,1950,3600,1184,150,1,11,31,T,,Wave
99,2,1950,4400,1184,150,1,11,31,T,,Wave
