ID,Form,Cost,Health,Damage,Range,KBCount,Speed,Cooldown,HasArea,Traits,Abilities
331,0,5910,6800,6410,430,2,8,166.67,T,Dark-Red,Freeze_Immune-Restricted_Target-Slow_Immune
331,1,5910,6800,6410,430,2,8,166.67,T,Red-Zombie,Restricted_Target-Zombie_Killer
331,2,5910,6800,6410,430,2,8,166.67,T,Aku-Red,Restricted_Target-Surge_Immune-Toxic_Immune
332,0,148,500,100,310,3,5,66.6,F,,Critical
332,1,148,900,150,310,3,5,66.6,F,,Critical
332,2,148,900,150,310,3,5,66.6,F,Metal,Critical-Freeze-Knockback-Slow-Weaken
333,0,6000,3800,1800,480,4,9,166.67,T,Traitless,Knockback_Immune-Massive_Damage-Wave_Immune
333,1,6000,5700,2300,480,4,9,166.67,T,Traitless,Freeze-Knockback_Immune-Massive_Damage-Wave_Immune
334,0,4740,1880,1770,445,5,11,123.33,T,Angel-Floating,Multi_Hit-Slow
334,1,4740,2670,2520,445,5,11,123.33,T,Angel-Floating,Multi_Hit-Slow
334,2,4740,3070,2820,445,5,11,123.33,T,Angel-Floating,Multi_Hit-Slow
335,0,4260,3500,2500,380,2,8,106.67,F,Red,Multi_Hit-Resistant-Weaken
335,1,4260,5000,3500,380,2,8,106.67,F,Red,Multi_Hit-Resistant-Weaken
335,2,4260,7500,4500,380,2,8,106.67,F,Red,Multi_Hit-Resistant-Weaken
336,0,4980,2020,1740,450,4,9,133.33,T,Alien-Zombie,Massive_Damage-Multi_Hit-Zombie_Killer
336,1,4980,2880,2480,450,4,9,133.33,T,Alien-Zombie,Massive_Damage-Multi_Hit-Zombie_Killer
336,2,4980,2880,2480,450,6,9,133.33,T,Alien-Zombie,Massive_Damage-Multi_Hit-Zombie_Killer
337,0,3150,1200,455,410,3,10,85.33,T,,Money_Up
337,1,3150,2000,755,410,3,10,85.33,T,,Money_Up
337,2,3150,2800,1205,410,3,15,85.33,T,,Money_Up
338,0,4440,1730,1210,425,3,8,140,T,Dark,Long_Distance-Strong-Weaken
338,1,4440,2460,1720,425,3,8,140,T,Dark,Long_Distance-Strong-Weaken
338,2,4440,3190,1720,450,3,8,140,T,Dark,Long_Distance-Strong-Weaken
339,0,0,18,0,0,1,0,0,F,,Kamikaze-Metal-Shockwave_Immune
340,0,600,180,40,340,3,8,16.33,F,Alien,Freeze
340,1,600,180,40,340,3,8,16.33,F,Alien,Freeze
340,2,600,180,40,340,3,8,16.33,F,Alien,Freeze-Surge
341,0,4320,1000,850,445,5,10,113.33,T,Alien-Angel,Massive_Damage
341,1,4320,2000,1650,445,5,10,113.33,T,Alien-Angel,Massive_Damage
341,2,4320,2500,2000,445,5,10,113.33,T,Alien-Angel,Barrier_Breaker-Knockback_Immune-Massive_Damage
342,0,540,450,99,200,3,8,21.33,F,,Money_Up
342,1,540,450,99,200,3,8,21.33,F,,Money_Up
343,0,630,600,60,210,2,12,32,T,All,Slow
343,1,630,600,60,210,2,12,32,T,All,Slow
344,0,1080,630,270,270,3,16,22.67,T,Floating,Knockback
344,1,1080,780,330,270,3,16,22.67,T,Floating,Knockback
344,2,1080,1230,390,300,3,16,22.67,T,Floating,Knockback
345,0,4500,2250,1650,415,4,8,143.33,T,Floating,Freeze-Strong
345,1,4500,3000,2250,415,4,8,143.33,T,Floating,Freeze-Strong
345,2,4500,3750,2850,415,4,8,143.33,T,Floating,Freeze-Strong
346,0,3900,1700,1380,440,4,11,133.33,T,Alien-Zombie,Slow-Zombie_Killer
346,1,3900,2400,1980,440,4,11,133.33,T,Alien-Zombie,Slow-Zombie_Killer
347,0,375,300,100,150,3,5,10,F,Red,Strong
347,1,375,300,100,150,3,5,10,F,Red,Strong
347,2,375,450,100,150,3,5,10,F,Red,Strong-Wave_Immune
348,0,360,600,240,150,1,12,12.67,F,Floating,Resistant
348,1,360,600,240,150,1,12,12.67,F,Floating,Resistant
349,0,1350,1500,500,250,2,6,33.33,T,Dark,Massive_Damage
349,1,1350,1500,500,250,2,6,33.33,T,Dark,Massive_Damage
350,0,4050,2700,1399,410,5,24,126.67,T,Alien-Red,Knockback
350,1,4050,2700,1399,410,5,24,126.67,T,Alien-Red,Knockback
351,0,3900,1100,930,350,4,22,80,T,Alien-Dark,Massive_Damage-Multi_Hit
351,1,3900,2200,1380,350,4,22,80,T,Alien-Dark,Massive_Damage-Multi_Hit
351,2,3900,2200,1680,350,4,32,70,T,Alien-Dark,Massive_Damage-Multi_Hit-Weaken_Immune
352,0,2400,1800,720,255,3,8,60,T,,Multi_Hit-Wave
352,1,2400,1800,720,255,3,8,60,T,,Multi_Hit-Wave
352,2,2400,2700,720,255,3,8,46.67,T,Relic,Curse-Curse_Immune-Multi_Hit-Strong-Wave
353,0,750,500,105,250,3,9,33.33,T,Dark,Knockback
353,1,750,500,105,250,3,9,33.33,T,Dark,Knockback
353,2,750,500,105,250,3,9,33.33,T,Dark,Knockback
354,0,3990,4300,1555,175,2,15,80,T,Dark-Zombie,Resistant-Zombie_Killer
354,1,3990,5700,2495,175,2,15,80,T,Dark-Zombie,Resistant-Zombie_Killer
355,0,4500,2400,4400,450,8,8,186.67,T,All,Restricted_Target-Zombie_Killer
355,1,4500,2400,4400,450,8,8,186.67,T,All,Restricted_Target-Zombie_Killer
355,2,4500,2400,5200,470,8,8,186.67,T,All,Omnistrike-Restricted_Target-Zombie_Killer
356,0,300,200,90,200,3,18,14,F,Dark,Strong
356,1,300,200,90,200,3,18,14,F,Dark,Strong
357,0,4620,1750,1233,415,5,12,126.67,T,Alien-Angel,Knockback-Multi_Hit
357,1,4620,2500,1764,415,5,12,126.67,T,Alien-Angel,Knockback-Multi_Hit
357,2,4620,2500,1764,415,5,12,126.67,T,Alien-Angel,Knockback-Multi_Hit
358,0,3750,2200,660,345,3,10,100,T,,Critical-Multi_Hit
358,1,3750,3000,900,345,3,10,100,T,,Critical-Multi_Hit
358,2,3750,3800,900,345,3,10,100,T,,Critical-Multi_Hit
359,0,1170,1140,1100,330,3,10,25.33,T,Alien,Massive_Damage-Warp_Immune
359,1,3780,2520,1980,390,3,8,90,T,Alien,Barrier_Breaker-Massive_Damage-Resistant-Warp_Immune
359,2,3780,3170,2480,390,3,8,90,T,Alien,Barrier_Breaker-Massive_Damage-Resistant-Warp_Immune
359,3,3780,4000,2680,430,3,12,90,T,Alien,Barrier_Breaker-Massive_Damage-Resistant-Warp_Immune-Weaken
360,0,1140,1180,1200,325,4,12,26,T,Alien,Knockback-Slow-Warp_Immune
360,1,3720,2460,2320,400,4,10,93.33,T,Alien,Barrier_Breaker-Knockback-Resistant-Slow-Warp_Immune
360,2,3720,3010,2870,400,4,10,93.33,T,Alien,Barrier_Breaker-Knockback-Resistant-Slow-Warp_Immune
360,3,3720,3810,3370,450,4,10,93.33,T,Alien,Barrier_Breaker-Insane_Resistance-Knockback-Mini_Surge-Sage_Slayer-Slow-Warp_Immune
361,0,1080,1200,475,300,2,16,26.67,T,,Long_Distance-Warp_Immune
361,1,3930,2680,1025,375,2,14,96.67,T,Alien,Barrier_Breaker-Long_Distance-Resistant-Warp_Immune
361,2,3930,3430,1275,375,2,14,96.67,T,Alien,Barrier_Breaker-Long_Distance-Resistant-Warp_Immune
361,3,3930,4800,1275,400,2,14,96.67,T,Alien,Barrier_Breaker-Knockback-Long_Distance-Resistant-Warp_Immune
362,0,3900,1800,450,325,6,36,80,T,Floating,Long_Distance-Massive_Damage
362,1,3900,2400,600,325,6,36,80,T,Floating,Long_Distance-Massive_Damage
362,2,3900,3000,750,350,6,36,80,T,Floating,Long_Distance-Massive_Damage
363,0,4260,1850,1500,450,4,11,133.33,T,Alien-Zombie,Knockback-Zombie_Killer
363,1,4260,2600,2100,450,4,11,133.33,T,Alien-Zombie,Knockback-Zombie_Killer
364,0,4440,1790,1860,460,4,9,130,T,Metal-Red,Multi_Hit-Slow
364,1,4440,2560,2680,460,4,9,130,T,Metal-Red,Multi_Hit-Slow
365,0,4620,1990,1320,500,3,15,143.33,T,,Long_Distance-Wave_Immune
365,1,4620,2850,1900,500,3,15,143.33,T,,Long_Distance-Wave_Immune
366,0,4350,1900,900,480,4,13,136.67,T,,Barrier_Breaker
366,1,4350,2900,1350,480,4,13,136.67,T,,Barrier_Breaker
367,0,3600,1650,1050,400,3,12,80,T,Angel,Freeze
367,1,3600,2400,1500,400,3,12,80,T,Angel,Freeze
368,0,4500,2500,1590,390,4,10,126.67,T,,Long_Distance-Multi_Hit-Strengthen
368,1,4500,3600,2310,390,4,10,126.67,T,,Long_Distance-Multi_Hit-Strengthen
369,0,570,760,100,155,3,10,16.67,F,Floating,Strong
369,1,570,760,100,155,3,10,16.67,F,Floating,Strong
369,2,570,1140,100,155,3,10,16.67,F,Floating,Curse_Immune-Freeze_Immune-Knockback_Immune-Slow_Immune-Strong-Warp_Immune-Wave_Immune-Weaken_Immune
370,0,540,820,127,165,4,10,16.67,F,,Critical
370,1,540,820,127,165,4,10,16.67,F,,Critical
370,2,540,1020,127,165,4,10,16.67,F,Metal,Critical-Knockback
371,0,525,810,150,275,3,10,16,F,Alien,Knockback
371,1,525,810,150,275,3,10,16,F,Alien,Knockback
372,0,510,550,99,200,3,9,13.33,F,Red,Slow
372,1,510,550,99,250,3,9,13.33,F,Red,Slow
373,0,900,750,300,275,3,10,33.33,F,Dark,Multi_Hit-Resistant
373,1,900,750,300,275,3,10,33.33,F,Dark,Multi_Hit-Resistant
374,0,600,600,100,190,4,8,33.33,T,,Critical
374,1,600,600,100,190,4,8,33.33,T,,Critical
375,0,75,100,8,140,3,9,5,F,,
375,1,75,100,8,140,3,9,5,F,,
376,0,300,600,200,120,1,10,12.67,F,Alien,Strong-Warp_Immune
376,1,300,800,250,120,1,10,12.67,F,Alien,Strong-Warp_Immune
376,2,270,800,325,120,1,12,12.67,F,Alien,Slow_Immune-Strong-Warp_Immune-Weaken_Immune
377,0,825,600,600,320,1,10,18,F,,Barrier_Breaker
377,1,825,900,900,320,1,10,18,F,,Barrier_Breaker
377,2,825,1050,1050,320,1,10,18,F,,Barrier_Breaker
378,0,5250,1750,1250,375,15,6,173.33,T,Traitless,Freeze_Immune-Knockback_Immune-Long_Distance-Resistant-Slow-Slow_Immune-Wave_Immune-Weaken_Immune
378,1,5250,2625,1600,375,15,6,173.33,T,Traitless,Freeze_Immune-Knockback_Immune-Long_Distance-Resistant-Slow-Slow_Immune-Wave_Immune-Weaken-Weaken_Immune
379,0,720,360,160,375,3,10,16.67,F,,Critical-Long_Distance
379,1,720,450,200,375,3,10,16.67,F,,Critical-Long_Distance
379,2,720,540,200,375,3,10,16.67,F,Metal,Critical-Long_Distance-Slow
380,0,810,900,400,250,4,16,20,T,All,Long_Distance-Massive_Damage
380,1,4350,2700,800,325,6,24,100,T,All,Long_Distance-Massive_Damage-Warp_Immune-Wave_Immune
381,0,540,570,140,180,3,8,16,F,,Money_Up
381,1,540,570,140,180,3,8,16,F,,Money_Up
382,0,450,100,100,140,1,40,33.33,F,Traitless,Freeze_Immune-Kamikaze-Knockback_Immune-Metal-Slow-Slow_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
382,1,450,100,100,140,1,40,33.33,F,Traitless,Freeze_Immune-Kamikaze-Knockback_Immune-Metal-Slow-Slow_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
382,2,450,100,100,140,1,40,33.33,F,Traitless,Freeze_Immune-Kamikaze-Knockback-Knockback_Immune-Metal-Slow-Slow_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
383,0,4200,2000,500,350,2,20,103.33,T,,Long_Distance
383,1,4200,2000,500,350,2,20,103.33,T,,Long_Distance
383,2,4200,3000,500,350,2,20,80,T,Relic,Curse_Immune-Long_Distance-Massive_Damage
384,0,480,540,90,160,3,12,22,F,Red,Knockback
384,1,480,540,90,160,3,12,22,F,Red,Knockback
385,0,720,660,360,180,3,24,26.67,F,,Multi_Hit
385,1,720,660,360,180,3,24,26.67,F,,Multi_Hit
385,2,720,990,180,230,3,24,26.67,T,,Wave
386,0,525,450,45,340,3,10,24.0,F,Angel,Weaken
386,1,525,450,45,340,3,10,24.0,F,Angel,Weaken
387,0,450,900,250,125,1,10,23.33,F,Alien,Resistant
387,1,450,900,250,125,1,10,23.33,F,Alien,Resistant
388,0,525,500,60,200,3,8,25.33,F,Zombie,Knockback-Zombie_Killer
388,1,525,500,60,200,3,8,25.33,F,Zombie,Knockback-Zombie_Killer
389,0,495,360,65,300,3,20,22,F,Floating,Freeze
389,1,495,360,65,300,3,20,22,F,Floating,Freeze
390,0,1320,960,480,200,2,19,32.0,T,Alien,Massive_Damage
390,1,1320,1280,640,200,2,19,32.0,T,Alien,Massive_Damage
390,2,1320,1280,640,275,2,19,32.0,T,Alien,Long_Distance-Massive_Damage
391,0,1290,1100,450,200,3,22,34.0,T,Angel,Massive_Damage
391,1,1290,1450,600,200,3,22,34.0,T,Angel,Massive_Damage
391,2,1290,1450,600,300,3,22,34.0,T,Angel,Massive_Damage
392,0,1170,880,600,200,3,18,28.0,F,Zombie,Multi_Hit-Strong-Zombie_Killer
392,1,1170,1020,720,200,3,18,28.0,F,Zombie,Multi_Hit-Strong-Zombie_Killer
392,2,1170,1360,540,300,3,18,28.0,T,Zombie,Strong-Zombie_Killer
393,0,3900,2700,1150,325,5,10,116.67,T,Dark-Floating,Slow
393,1,3900,3300,1450,325,5,10,116.67,T,Dark-Floating,Slow
393,2,3900,4200,1900,325,5,10,116.67,T,Dark-Floating,Slow-Slow_Immune
394,0,4140,1600,900,400,4,21,133.33,T,Angel-Red,Long_Distance-Strong
394,1,4140,2000,1200,400,4,21,133.33,T,Angel-Red,Long_Distance-Strong
394,2,4140,2800,1800,425,4,21,133.33,T,Angel-Red,Long_Distance-Strong
395,0,4020,2310,1420,380,4,12,120,T,,Strengthen
395,1,4020,2800,1690,380,4,12,120,T,,Strengthen
395,2,4020,3780,2230,380,4,12,120,T,,Strengthen-Wave_Immune
396,0,5400,4000,3000,300,4,40,140,T,Alien-Zombie,Long_Distance-Strong-Zombie_Killer
396,1,5400,4000,3000,300,4,40,140,T,Alien-Zombie,Long_Distance-Strong-Zombie_Killer
396,2,5400,6000,3000,300,6,40,140,T,Alien-Zombie,Long_Distance-Strong-Zombie_Killer
397,0,4200,2700,1600,420,4,12,120,T,Metal,Critical-Resistant-Slow-Slow_Immune-Weaken-Weaken_Immune
397,1,4200,2700,1600,420,4,12,120,T,Metal,Critical-Resistant-Slow-Slow_Immune-Weaken-Weaken_Immune
397,2,4200,2700,1600,420,4,12,120,T,Metal,Critical-Insane_Resistance-Slow-Slow_Immune-Weaken-Weaken_Immune
397,3,4200,3200,1800,420,4,12,120,T,Metal,Critical-Insane_Resistance-Omnistrike-Slow-Slow_Immune-Weaken-Weaken_Immune
398,0,300,600,66,120,2,9,16,F,Alien,Strong
398,1,300,600,66,120,2,9,16,F,Alien,Strong
399,0,450,540,15,120,3,8,15.33,F,Floating,Resistant
399,1,450,540,15,120,3,8,15.33,F,Floating,Resistant
